NOME_FUNDO;DOC_FUNDO;DATA_FUNDO;NOME_ORIGINADOR;DOC_ORIGINADOR;NOME_CEDENTE;DOC_CEDENTE;NOME_SACADO;DOC_SACADO;SEU_NUMERO;NU_DOCUMENTO;TIPO_RECEBIVEL;VALOR_NOMINAL;VALOR_PRESENTE;VALOR_AQUISICAO;VALOR_PDD;FAIXA_PDD;DATA_REFERENCIA;DATA_VENCIMENTO_ORIGINAL;DATA_VENCIMENTO_AJUSTADA;DATA_EMISSAO;DATA_AQUISICAO;PRAZO;PRAZO_ATUAL;SITUACAO_RECEBIVEL;TAXA_CESSAO;TX_RECEBIVEL;COOBRIGACAO
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BONIFACIO & LIMA - PRESTACAO DE SERVICOS;15.310.567/0001-31;607040474_19;607040474;CCB Digital;3.876,36;3.243,78;2.724,22;0,00;A;23/05/2022;05/03/2023;05/03/2023;12/08/2021;12/08/2021;392;198;A vencer;0,25444694;0,25450991;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BONIFACIO & LIMA - PRESTACAO DE SERVICOS;15.310.567/0001-31;607040474_20;607040474;CCB Digital;3.876,36;3.181,24;2.672,46;0,00;A;23/05/2022;05/04/2023;05/04/2023;12/08/2021;12/08/2021;414;220;A vencer;0,25444694;0,25404232;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BONIFACIO & LIMA - PRESTACAO DE SERVICOS;15.310.567/0001-31;607040474_13;607040474;CCB Digital;3.876,36;3.627,09;3.047,08;0,00;A;23/05/2022;05/09/2022;05/09/2022;12/08/2021;12/08/2021;268;74;A vencer;0,25444694;0,25400434;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BONIFACIO & LIMA - PRESTACAO DE SERVICOS;15.310.567/0001-31;607040474_14;607040474;CCB Digital;3.876,36;3.559,67;2.991,04;0,00;A;23/05/2022;05/10/2022;05/10/2022;12/08/2021;12/08/2021;289;95;A vencer;0,25444694;0,25367719;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BONIFACIO & LIMA - PRESTACAO DE SERVICOS;15.310.567/0001-31;607040474_15;607040474;CCB Digital;3.876,36;3.492,78;2.934,21;0,00;A;23/05/2022;05/11/2022;05/11/2022;12/08/2021;12/08/2021;310;116;A vencer;0,25444694;0,25402661;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BONIFACIO & LIMA - PRESTACAO DE SERVICOS;15.310.567/0001-31;607040474_16;607040474;CCB Digital;3.876,36;3.431,57;2.880,24;0,00;A;23/05/2022;05/12/2022;05/12/2022;12/08/2021;12/08/2021;329;135;A vencer;0,25444694;0,25546615;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BONIFACIO & LIMA - PRESTACAO DE SERVICOS;15.310.567/0001-31;607040474_17;607040474;CCB Digital;3.876,36;3.363,44;2.825,52;0,00;A;23/05/2022;05/01/2023;05/01/2023;12/08/2021;12/08/2021;352;158;A vencer;0,25444694;0,25404387;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BONIFACIO & LIMA - PRESTACAO DE SERVICOS;15.310.567/0001-31;607040474_18;607040474;CCB Digital;3.876,36;3.298,54;2.771,83;0,00;A;23/05/2022;05/02/2023;05/02/2023;12/08/2021;12/08/2021;374;180;A vencer;0,25444694;0,25355549;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BONIFACIO & LIMA - PRESTACAO DE SERVICOS;15.310.567/0001-31;607040474_10;607040474;CCB Digital;3.876,36;3.841,59;3.225,58;0,00;A;23/05/2022;05/06/2022;05/06/2022;12/08/2021;12/08/2021;204;10;A vencer;0,25444694;0,25486379;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BONIFACIO & LIMA - PRESTACAO DE SERVICOS;15.310.567/0001-31;607040474_11;607040474;CCB Digital;3.876,36;3.772,72;3.166,26;0,00;A;23/05/2022;05/07/2022;05/07/2022;12/08/2021;12/08/2021;224;30;A vencer;0,25444694;0,25563155;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BONIFACIO & LIMA - PRESTACAO DE SERVICOS;15.310.567/0001-31;607040474_12;607040474;CCB Digital;3.876,36;3.696,41;3.106,10;0,00;A;23/05/2022;05/08/2022;05/08/2022;12/08/2021;12/08/2021;247;53;A vencer;0,25444694;0,25359201;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MOREIRA & LUCAS SUPERMERCADO LTDA;22.332.925/0001-72;607040146_19;607040146;CCB Digital;2.581,09;2.188,98;1.856,43;0,00;A;23/05/2022;28/02/2023;28/02/2023;12/08/2021;12/08/2021;388;194;A vencer;0,23836705;0,23867449;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MOREIRA & LUCAS SUPERMERCADO LTDA;22.332.925/0001-72;607040146_20;607040146;CCB Digital;2.581,09;2.152,84;1.826,35;0,00;A;23/05/2022;28/03/2023;28/03/2023;12/08/2021;12/08/2021;408;214;A vencer;0,23836705;0,23817608;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MOREIRA & LUCAS SUPERMERCADO LTDA;22.332.925/0001-72;607040146_21;607040146;CCB Digital;2.581,09;2.114,53;1.793,63;0,00;A;23/05/2022;28/04/2023;28/04/2023;12/08/2021;12/08/2021;429;235;A vencer;0,23836705;0,23837586;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MOREIRA & LUCAS SUPERMERCADO LTDA;22.332.925/0001-72;607040146_22;607040146;CCB Digital;2.581,09;2.078,33;1.762,51;0,00;A;23/05/2022;28/05/2023;28/05/2023;12/08/2021;12/08/2021;449;255;A vencer;0,23836705;0,23874724;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MOREIRA & LUCAS SUPERMERCADO LTDA;22.332.925/0001-72;607040146_23;607040146;CCB Digital;2.581,09;2.041,29;1.730,93;0,00;A;23/05/2022;28/06/2023;28/06/2023;12/08/2021;12/08/2021;470;276;A vencer;0,23836705;0,23890558;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_22;607041622;CCB Digital;5.115,02;4.111,18;3.540,51;0,00;A;23/05/2022;17/06/2023;17/06/2023;26/08/2021;26/08/2021;453;269;A vencer;0,22716022;0,22711447;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_23;607041622;CCB Digital;5.115,02;4.043,75;3.481,80;0,00;A;23/05/2022;17/07/2023;17/07/2023;26/08/2021;26/08/2021;473;289;A vencer;0,22716022;0,22742708;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_24;607041622;CCB Digital;5.115,02;3.972,38;3.422,15;0,00;A;23/05/2022;17/08/2023;17/08/2023;26/08/2021;26/08/2021;496;312;A vencer;0,22716022;0,22654022;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_13;607041622;CCB Digital;5.115,02;4.783,25;4.122,47;0,00;A;23/05/2022;17/09/2022;17/09/2022;26/08/2021;26/08/2021;267;83;A vencer;0,22716022;0,22581903;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_14;607041622;CCB Digital;5.115,02;4.708,07;4.054,10;0,00;A;23/05/2022;17/10/2022;17/10/2022;26/08/2021;26/08/2021;286;102;A vencer;0,22716022;0,22730213;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_15;607041622;CCB Digital;5.115,02;4.628,00;3.984,65;0,00;A;23/05/2022;17/11/2022;17/11/2022;26/08/2021;26/08/2021;307;123;A vencer;0,22716022;0,22751475;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_16;607041622;CCB Digital;5.115,02;4.548,26;3.918,56;0,00;A;23/05/2022;17/12/2022;17/12/2022;26/08/2021;26/08/2021;329;145;A vencer;0,22716022;0,22641438;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_17;607041622;CCB Digital;5.115,02;4.470,99;3.851,43;0,00;A;23/05/2022;17/01/2023;17/01/2023;26/08/2021;26/08/2021;350;166;A vencer;0,22716022;0,22665444;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_18;607041622;CCB Digital;5.115,02;4.391,43;3.785,45;0,00;A;23/05/2022;17/02/2023;17/02/2023;26/08/2021;26/08/2021;373;189;A vencer;0,22716022;0,22552306;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_09;607041622;CCB Digital;5.115,02;5.115,02;4.415,04;0,00;A;23/05/2022;17/05/2022;17/05/2022;26/08/2021;26/08/2021;180;-6;Vencido;0,22716022;0,22879029;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_10;607041622;CCB Digital;5.115,02;5.040,61;4.339,40;0,00;A;23/05/2022;17/06/2022;17/06/2022;26/08/2021;26/08/2021;202;18;A vencer;0,22716022;0,22770857;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_11;607041622;CCB Digital;5.115,02;4.955,50;4.267,44;0,00;A;23/05/2022;17/07/2022;17/07/2022;26/08/2021;26/08/2021;223;39;A vencer;0,22716022;0,22719006;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;THOMAZELLE & THOMAZELLE LTDA;22.530.862/0001-69;607041622_12;607041622;CCB Digital;5.115,02;4.868,43;4.194,33;0,00;A;23/05/2022;17/08/2022;17/08/2022;26/08/2021;26/08/2021;245;61;A vencer;0,22716022;0,22644241;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BRASERV PECAS E SERVICOS LTDA;13.488.072/0001-71;607041747_19;607041747;CCB Digital;2.658,55;2.166,73;1.812,73;0,00;A;23/05/2022;23/03/2023;23/03/2023;26/08/2021;26/08/2021;395;211;A vencer;0,27759532;0,27674058;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BRASERV PECAS E SERVICOS LTDA;13.488.072/0001-71;607041747_20;607041747;CCB Digital;2.658,55;2.123,59;1.775,62;0,00;A;23/05/2022;23/04/2023;23/04/2023;26/08/2021;26/08/2021;415;231;A vencer;0,27759532;0,27774466;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BRASERV PECAS E SERVICOS LTDA;13.488.072/0001-71;607041747_21;607041747;CCB Digital;2.658,55;2.082,01;1.740,44;0,00;A;23/05/2022;23/05/2023;23/05/2023;26/08/2021;26/08/2021;435;251;A vencer;0,27759532;0,27815894;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BRASERV PECAS E SERVICOS LTDA;13.488.072/0001-71;607041747_22;607041747;CCB Digital;2.658,55;2.038,78;1.704,81;0,00;A;23/05/2022;23/06/2023;23/06/2023;26/08/2021;26/08/2021;457;273;A vencer;0,27759532;0,27763656;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;BRASERV PECAS E SERVICOS LTDA;13.488.072/0001-71;607041747_23;607041747;CCB Digital;2.658,55;1.998,07;1.671,03;0,00;A;23/05/2022;23/07/2023;23/07/2023;26/08/2021;26/08/2021;478;294;A vencer;0,27759532;0,27736433;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;OMEGA PEL EMBALAGENS EIRELI;15.667.654/0001-40;607041720_16;607041720;CCB Digital;3.172,26;2.764,67;2.332,99;0,00;A;23/05/2022;18/12/2022;18/12/2022;02/09/2021;02/09/2021;324;145;A vencer;0,27026471;0,26998629;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;OMEGA PEL EMBALAGENS EIRELI;15.667.654/0001-40;607041720_17;607041720;CCB Digital;3.172,26;2.708,48;2.286,38;0,00;A;23/05/2022;18/01/2023;18/01/2023;02/09/2021;02/09/2021;346;167;A vencer;0,27026471;0,26935314;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;OMEGA PEL EMBALAGENS EIRELI;15.667.654/0001-40;607041720_18;607041720;CCB Digital;3.172,26;2.652,32;2.240,70;0,00;A;23/05/2022;18/02/2023;18/02/2023;02/09/2021;02/09/2021;369;190;A vencer;0,27026471;0,26797809;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;OMEGA PEL EMBALAGENS EIRELI;15.667.654/0001-40;607041720_10;607041720;CCB Digital;3.172,26;3.115,50;2.628,18;0,00;A;23/05/2022;18/06/2022;18/06/2022;02/09/2021;02/09/2021;198;19;A vencer;0,27026471;0,27057181;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;OMEGA PEL EMBALAGENS EIRELI;15.667.654/0001-40;607041720_11;607041720;CCB Digital;3.172,26;3.056,56;2.577,35;0,00;A;23/05/2022;18/07/2022;18/07/2022;02/09/2021;02/09/2021;218;39;A vencer;0,27026471;0,27134244;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;OMEGA PEL EMBALAGENS EIRELI;15.667.654/0001-40;607041720_12;607041720;CCB Digital;3.172,26;2.991,64;2.525,85;0,00;A;23/05/2022;18/08/2022;18/08/2022;02/09/2021;02/09/2021;241;62;A vencer;0,27026471;0,26904821;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MFH PARTICIPACOES EIRELI;34.366.950/0001-56;607042275_24;607042275;CCB Digital;2.898,95;2.405,54;2.173,00;0,00;A;23/05/2022;01/09/2023;01/09/2023;08/09/2021;08/09/2021;499;323;A vencer;0,15687973;0,15669180;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;ANTONIO PEREIRA MARTINS NETO;13.884.092/0001-61;607044444_19;607044444;CCB Digital;1.003,13;842,10;756,73;0,00;A;23/05/2022;05/05/2023;05/05/2023;21/10/2021;21/10/2021;385;239;A vencer;0,20203252;0,20261609;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;ANTONIO PEREIRA MARTINS NETO;13.884.092/0001-61;607044444_20;607044444;CCB Digital;1.003,13;829,15;745,04;0,00;A;23/05/2022;05/06/2023;05/06/2023;21/10/2021;21/10/2021;406;260;A vencer;0,20203252;0,20276067;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;ANTONIO PEREIRA MARTINS NETO;13.884.092/0001-61;607044444_21;607044444;CCB Digital;1.003,13;816,65;733,89;0,00;A;23/05/2022;05/07/2023;05/07/2023;21/10/2021;21/10/2021;427;281;A vencer;0,20203252;0,20254334;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;ANTONIO PEREIRA MARTINS NETO;13.884.092/0001-61;607044444_22;607044444;CCB Digital;1.003,13;803,71;722,55;0,00;A;23/05/2022;05/08/2023;05/08/2023;21/10/2021;21/10/2021;450;304;A vencer;0,20203252;0,20169434;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;ANTONIO PEREIRA MARTINS NETO;13.884.092/0001-61;607044444_23;607044444;CCB Digital;1.003,13;791,35;711,38;0,00;A;23/05/2022;05/09/2023;05/09/2023;21/10/2021;21/10/2021;471;325;A vencer;0,20203252;0,20186720;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;ANTONIO PEREIRA MARTINS NETO;13.884.092/0001-61;607044444_24;607044444;CCB Digital;1.003,13;779,45;700,74;0,00;A;23/05/2022;05/10/2023;05/10/2023;21/10/2021;21/10/2021;492;346;A vencer;0,20203252;0,20171134;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;ANTONIO PEREIRA MARTINS NETO;13.884.092/0001-61;607044444_13;607044444;CCB Digital;1.003,13;921,82;828,78;0,00;A;23/05/2022;05/11/2022;05/11/2022;21/10/2021;21/10/2021;262;116;A vencer;0,20203252;0,20158127;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;ANTONIO PEREIRA MARTINS NETO;13.884.092/0001-61;607044444_14;607044444;CCB Digital;1.003,13;908,61;816,38;0,00;A;23/05/2022;05/12/2022;05/12/2022;21/10/2021;21/10/2021;281;135;A vencer;0,20203252;0,20290639;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;ANTONIO PEREIRA MARTINS NETO;13.884.092/0001-61;607044444_15;607044444;CCB Digital;1.003,13;894,01;803,76;0,00;A;23/05/2022;05/01/2023;05/01/2023;21/10/2021;21/10/2021;304;158;A vencer;0,20203252;0,20162870;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;ANTONIO PEREIRA MARTINS NETO;13.884.092/0001-61;607044444_16;607044444;CCB Digital;1.003,13;880,01;791,34;0,00;A;23/05/2022;05/02/2023;05/02/2023;21/10/2021;21/10/2021;326;180;A vencer;0,20203252;0,20119930;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;ANTONIO PEREIRA MARTINS NETO;13.884.092/0001-61;607044444_17;607044444;CCB Digital;1.003,13;868,08;780,28;0,00;A;23/05/2022;05/03/2023;05/03/2023;21/10/2021;21/10/2021;344;198;A vencer;0,20203252;0,20206246;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;SOPETRA ROLAMENTOS E PECAS LTDA;60.835.162/0001-71;607044244_10;607044244;CCB Digital;2.008,58;1.932,43;1.748,70;0,00;A;23/05/2022;05/08/2022;05/08/2022;04/11/2021;04/11/2021;190;53;A vencer;0,20283434;0,20173717;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;SOPETRA ROLAMENTOS E PECAS LTDA;60.835.162/0001-71;607044244_11;607044244;CCB Digital;2.008,58;1.902,82;1.721,50;0,00;A;23/05/2022;05/09/2022;05/09/2022;04/11/2021;04/11/2021;211;74;A vencer;0,20283434;0,20225776;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;SOPETRA ROLAMENTOS E PECAS LTDA;60.835.162/0001-71;607044244_12;607044244;CCB Digital;2.008,58;1.873,97;1.695,58;0,00;A;23/05/2022;05/10/2022;05/10/2022;04/11/2021;04/11/2021;232;95;A vencer;0,20283434;0,20202407;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;INNOVARE COMERCIO DE MOVEIS EIRELI;10.587.667/0001-96;607044829_19;607044829;CCB Digital;1.504,69;1.252,80;1.133,96;0,00;A;23/05/2022;22/05/2023;22/05/2023;05/11/2021;05/11/2021;386;250;A vencer;0,20188267;0,20282413;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;INNOVARE COMERCIO DE MOVEIS EIRELI;10.587.667/0001-96;607044829_20;607044829;CCB Digital;1.504,69;1.233,21;1.116,43;0,00;A;23/05/2022;22/06/2023;22/06/2023;05/11/2021;05/11/2021;408;272;A vencer;0,20188267;0,20242128;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;INNOVARE COMERCIO DE MOVEIS EIRELI;10.587.667/0001-96;607044829_21;607044829;CCB Digital;1.504,69;1.214,37;1.099,73;0,00;A;23/05/2022;22/07/2023;22/07/2023;05/11/2021;05/11/2021;430;294;A vencer;0,20188267;0,20170165;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;INNOVARE COMERCIO DE MOVEIS EIRELI;10.587.667/0001-96;607044829_22;607044829;CCB Digital;1.504,69;1.195,69;1.082,73;0,00;A;23/05/2022;22/08/2023;22/08/2023;05/11/2021;05/11/2021;451;315;A vencer;0,20188267;0,20188129;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;INNOVARE COMERCIO DE MOVEIS EIRELI;10.587.667/0001-96;607044829_23;607044829;CCB Digital;1.504,69;1.177,06;1.066,00;0,00;A;23/05/2022;22/09/2023;22/09/2023;05/11/2021;05/11/2021;473;337;A vencer;0,20188267;0,20157306;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;INNOVARE COMERCIO DE MOVEIS EIRELI;10.587.667/0001-96;607044829_24;607044829;CCB Digital;1.504,69;1.159,60;1.050,05;0,00;A;23/05/2022;22/10/2023;22/10/2023;05/11/2021;05/11/2021;493;357;A vencer;0,20188267;0,20188119;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;INNOVARE COMERCIO DE MOVEIS EIRELI;10.587.667/0001-96;607044829_13;607044829;CCB Digital;1.504,69;1.372,02;1.241,91;0,00;A;23/05/2022;22/11/2022;22/11/2022;05/11/2021;05/11/2021;262;126;A vencer;0,20188267;0,20274995;Nao
